[2026-04-23 19:07:16] admin | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 14:24:57] reception | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:24:57] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:24:57] reception | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:24:57] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:24:57] reception | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:24:57] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:24:55] reception | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:24:55] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:21:08] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:20:58] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:20:08] reception | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:20:08] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:20:08] reception | USER_LOGIN | User logged in: reception
[2025-11-26 14:19:54] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:19:54] Guest | LOGIN_FAILED | Invalid password for user: ziabul islam | hash_type: bcrypt | password_verify: false
[2025-11-26 14:19:45] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:19:45] Guest | LOGIN_FAILED | User not found: ziabul
[2025-11-26 14:19:39] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:19:39] admin | USER_LOGOUT | User logged out: admin
[2025-11-26 14:18:51] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:18:51] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:18:48] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:18:43] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:18:43] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:18:39] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 14:18:36] admin | PAGE_ACCESS | Accessed: users.php
[2025-11-26 14:18:34] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:18:34] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:18:31] admin | PAGE_ACCESS | Accessed: admin_tools.php
[2025-11-26 14:17:37] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:17:37] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:14:48] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:01:19] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:59:30] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:59:28] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:59:27] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:59:26] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:59:24] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:46:47] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 13:46:33] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 13:46:33] admin | USER_LOGOUT | User logged out: admin
[2025-11-26 13:45:30] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:45:23] admin | PAGE_ACCESS | Accessed: view_doctor.php
[2025-11-26 13:44:55] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:44:32] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:44:22] admin | PAGE_ACCESS | Accessed: users.php
[2025-11-26 13:44:18] admin | PAGE_ACCESS | Accessed: users.php
[2025-11-26 13:44:11] admin | PAGE_ACCESS | Accessed: add_user.php
[2025-11-26 13:43:41] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:43:40] admin | USER_LOGIN | User logged in: admin
[2025-11-26 13:43:21] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 13:39:53] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:39:53] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:39:51] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:39:39] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:39:35] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 13:37:01] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:36:58] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:36:51] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:36:51] admin | PATIENT_ADDED | New patient: JOY BABU
[2025-11-26 13:33:47] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 13:29:04] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:28:33] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:28:23] admin | APPOINTMENT_ADDED | New appointment: Parvez islam with Dr. Bulbul Ahmed on 2025-11-27 at 19:30 (ID: 15)
[2025-11-26 13:27:19] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:27:16] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:27:01] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:26:58] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'csdbcajh@kjbabf.com' for key 'email'
[2025-11-26 13:26:57] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'csdbcajh@kjbabf.com' for key 'email'
[2025-11-26 13:26:56] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'csdbcajh@kjbabf.com' for key 'email'
[2025-11-26 13:26:47] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:26:46] admin | PATIENT_ADDED | New patient: panajdb kjsnkdcbajc
[2025-11-26 13:26:10] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 13:26:07] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'parvej@gmail.com' for key 'email'
[2025-11-26 13:26:03] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'parvej@gmail.com' for key 'email'
[2025-11-26 13:26:01] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'parvej@gmail.com' for key 'email'
[2025-11-26 13:25:36] admin | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'parvej@gmail.com' for key 'email'
[2025-11-26 13:25:30] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:25:30] admin | PATIENT_ADDED | New patient: Parvez islam
[2025-11-26 13:24:34] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 13:24:32] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 13:22:50] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:22:32] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:22:25] admin | APPOINTMENT_ADDED | New appointment: Raisa islam with Dr. Bulbul Ahmed on 2025-11-27 at 19:15 (ID: 14)
[2025-11-26 13:22:01] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:21:37] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:21:27] admin | APPOINTMENT_ADDED | New appointment: Ziabul zim with Dr. Bulbul Ahmed on 2025-11-27 at 19:00 (ID: 13)
[2025-11-26 13:19:16] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:18:35] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:18:09] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:18:05] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:16:13] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:16:04] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:15:39] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:15:05] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:15:04] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:15:00] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:14:59] admin | DOCTOR_UPDATED | Doctor ID: 2 updated
[2025-11-26 13:14:59] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:14:35] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:14:31] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:14:31] admin | DOCTOR_UPDATED | Doctor ID: 3 updated
[2025-11-26 13:14:31] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:14:11] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:14:08] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:14:08] admin | DOCTOR_UPDATED | Doctor ID: 1 updated
[2025-11-26 13:14:08] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:13:42] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:13:38] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:13:38] admin | DOCTOR_UPDATED | Doctor ID: 4 updated
[2025-11-26 13:13:38] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:13:22] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:13:16] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:13:16] admin | DOCTOR_UPDATED | Doctor ID: 7 updated
[2025-11-26 13:13:16] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:12:53] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:12:45] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:12:45] admin | DOCTOR_UPDATED | Doctor ID: 8 updated
[2025-11-26 13:12:45] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:12:10] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 13:12:03] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:09:22] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:09:21] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:09:20] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 13:09:16] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:04:26] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:03:49] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:03:30] admin | APPOINTMENT_ADDED | New appointment: Zayed islam with Dr. Bulbul Ahmed on 2025-11-27 at 09:15 (ID: 12)
[2025-11-26 13:02:38] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 13:02:37] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 13:02:35] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:59:25] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:59:23] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:59:20] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:52:23] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:48:44] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:41:52] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:41:50] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:38:40] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:38:39] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:38:37] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:32:58] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:32:55] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:32:51] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:32:51] admin | USER_LOGIN | User logged in: admin
[2025-11-26 12:32:42] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 12:31:47] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:31:46] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:31:45] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:30:45] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:30:44] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:30:43] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:28:40] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:28:39] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:28:37] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:23:29] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:23:27] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:23:25] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:23:22] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:23:14] admin | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 12:22:13] admin | PAGE_ACCESS | Accessed: 403.php
[2025-11-26 12:22:08] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:21:08] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:21:01] admin | APPOINTMENTS_PAGE_ERROR | Database error: SQLSTATE[HY093]: Invalid parameter number
[2025-11-26 12:21:01] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:20:44] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:20:41] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:20:05] admin | PAGE_ACCESS | Accessed: users.php
[2025-11-26 12:20:01] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:18:03] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:18:01] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:18:00] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 12:17:59] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 12:09:11] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:09:11] admin | USER_LOGIN | User logged in: admin
[2025-11-26 12:09:07] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 12:09:07] reception | USER_LOGOUT | User logged out: reception
[2025-11-26 12:08:38] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:08:37] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:08:33] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 12:08:30] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 12:08:26] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 12:07:25] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:04:39] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 12:00:32] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 11:52:36] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 11:47:48] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 11:47:47] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 11:44:23] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 11:44:01] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 11:43:57] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 11:43:53] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 11:43:51] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 11:43:48] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 11:43:27] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 11:36:19] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 11:36:19] Guest | LOGIN_FAILED | Invalid password for user: admin | hash_type: bcrypt | password_verify: false
[2025-11-26 11:36:06] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 10:50:23] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 10:50:18] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:50:15] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:50:13] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:50:11] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:46:36] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:46:31] reception | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 10:46:28] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:46:26] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:46:25] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:46:22] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:40:51] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:40:45] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:40:30] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:40:30] reception | USER_LOGIN | User logged in: reception
[2025-11-26 10:40:17] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 10:40:17] admin | USER_LOGOUT | User logged out: admin
[2025-11-26 10:39:38] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:39:32] admin | PAGE_ACCESS | Accessed: view_doctor.php
[2025-11-26 10:39:21] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:39:21] admin | DOCTOR_UPDATED | Doctor ID: 3 updated
[2025-11-26 10:39:21] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 10:39:16] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 10:39:14] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:39:14] admin | DOCTOR_UPDATED | Doctor ID: 2 updated
[2025-11-26 10:39:14] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 10:39:10] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 10:39:06] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:39:06] admin | DOCTOR_UPDATED | Doctor ID: 1 updated
[2025-11-26 10:39:06] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 10:39:00] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 10:37:29] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:36:55] admin | PAGE_ACCESS | Accessed: add_doctor.php
[2025-11-26 10:36:53] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:15:07] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:14:37] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:14:32] admin | DOCTOR_ADD_ERROR | SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'bulbul@gmail.com' for key 'email'
[2025-11-26 10:14:24] admin | DOCTOR_ADD_ERROR | SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'bulbul@gmail.com' for key 'email'
[2025-11-26 10:14:14] admin | DOCTOR_ADDED | New doctor: Dr. Bulbul Ahmed (ID: 8)
[2025-11-26 10:12:25] admin | PAGE_ACCESS | Accessed: add_doctor.php
[2025-11-26 10:12:22] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:12:12] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:12:12] admin | PATIENT_ADDED | New patient: Sujon Mia
[2025-11-26 10:10:41] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 10:10:36] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:10:07] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:10:05] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:10:01] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 10:09:59] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 10:09:57] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:04:29] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:04:28] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:04:04] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:04:03] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 10:03:39] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 10:03:36] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 09:58:13] admin | PAGE_ACCESS | Accessed: notifications.php
[2025-11-26 09:56:21] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 09:55:59] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 09:55:51] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 09:55:40] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 09:55:05] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 09:55:05] admin | USER_LOGIN | User logged in: admin
[2025-11-26 09:54:47] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 09:54:07] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 09:52:43] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 09:50:30] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-25 23:43:27] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 23:42:39] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-25 23:42:37] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-25 23:42:35] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 23:42:30] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 23:41:02] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-25 23:40:51] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-25 23:40:51] Guest | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 23:40:51] admin | USER_LOGIN | User logged in: admin
[2025-11-25 23:40:19] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-25 23:28:10] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-25 23:26:49] admin | PRINT_APPOINTMENT | Appointment printed: 9 by admin
[2025-11-25 23:26:43] admin | APPOINTMENT_VIEWED | Appointment ID: 9 viewed
[2025-11-25 23:26:43] admin | PAGE_ACCESS | Accessed: appointment_view.php
[2025-11-25 23:26:38] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-25 23:26:31] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-25 23:26:25] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 23:26:01] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 23:22:27] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 23:22:27] admin | PATIENT_ADDED | New patient: Zibon Nesa
[2025-11-25 23:21:34] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-25 23:21:32] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 23:21:21] admin | PAGE_ACCESS | Accessed: notifications.php
[2025-11-25 23:21:05] admin | PAGE_ACCESS | Accessed: notifications.php
[2025-11-25 22:55:18] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-25 22:54:58] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-25 22:54:28] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 22:54:28] admin | PATIENT_ADDED | New patient: Raisa islam
[2025-11-25 22:53:47] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-25 22:53:43] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 22:47:58] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 22:47:51] admin | PAGE_ACCESS | Accessed: notifications.php
[2025-11-25 22:47:43] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 22:47:40] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-25 22:47:37] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-25 22:47:19] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 22:46:46] admin | PAGE_ACCESS | Accessed: notifications.php
[2025-11-25 22:46:33] admin | PAGE_ACCESS | Accessed: notifications.php
[2025-11-25 22:45:32] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-25 22:45:32] admin | USER_LOGIN | User logged in: admin
[2025-11-25 22:45:26] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-25 22:45:26] reception | USER_LOGOUT | User logged out: reception
[2025-11-25 22:38:14] reception | NOTIF_CREATE_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:37:23] reception | NOTIF_CREATE_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:36:55] reception | NOTIF_CREATE_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:36:37] reception | NOTIF_CREATE_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:36:12] reception | NOTIF_CREATE_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:35:32] reception | NOTIF_COUNT_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:35:32] reception | NOTIF_COUNT_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:35:32] reception | NOTIF_COUNT_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
[2025-11-25 22:35:32] reception | NOTIF_COUNT_ERROR | SQLSTATE[42S02]: Base table or view not found: 1146 Table 'clinic_management.notifications' doesn't exist
